userId,campaignId,label,semanticScore,categoryScore,locationScore,urgencyScore,monetary,goods,volunteer
user_0,69cbd368f28fd95e5bf52ade,0,0.16133184197087191,0,0.498159488515798,0.5791806583032504,0,0,1
user_0,69cbd35af28fd95e5bf52aac,0,0.3011396620679011,0,0.5064727732829182,0.04984375708480915,0,1,0
user_0,69cbd345f28fd95e5bf52a61,0,0.37499542242392336,0,0.5538743862021961,0.6325187889671715,0,1,0
user_0,69ca35f2ede0bca4dfb8767a,0,0.34033558961546934,0,0.4724243823028531,0.5823960527790899,0,0,1
user_0,69cbd36ff28fd95e5bf52af7,0,0.3057996219123415,0,0.2689902888892857,0.3278923380310268,0,1,0
user_0,69ca35deede0bca4dfb8766b,0,0.25867069460960856,0,0.741643957964343,0.05134291624573639,0,1,0
user_0,69cbd34ff28fd95e5bf52a84,0,0.3729794185582946,0,0.8317528553081541,0.7106535760660184,0,0,1
user_0,69cbd33df28fd95e5bf52a43,0,0.36414395718629083,0,0.2701664045028741,0.1499687538823251,0,1,0
user_0,69cbd34cf28fd95e5bf52a7a,0,0.08918636909040432,0,0.8171140466231553,0.22864343320502334,1,0,0
user_0,69cbd359f28fd95e5bf52aa7,0,0.08796252505685676,0,0.8219479868118171,0.9586236390806393,1,0,0
user_0,69cbd366f28fd95e5bf52ad4,0,0.22181564094055795,0,0.6442030466944437,0.8681568032587033,1,0,0
user_0,69ca3611ede0bca4dfb8769d,0,0.29803845168657234,0,0.34249191132555007,0.08063114822806927,0,1,0
user_0,69ca35c7ede0bca4dfb87652,0,0.2006889622977025,0,0.9468491764465499,0.9473008494321908,0,1,0
user_0,69ca35b2ede0bca4dfb87639,0,0.09732344388179977,0,0.3183899572050749,0.3328833380039393,0,0,1
user_0,69cbd356f28fd95e5bf52a9d,0,0.12558880387142599,0,0.22886256642681946,0.47193466025344666,0,1,0
user_0,69cbd338f28fd95e5bf52a34,0,0.3425483072721329,0,0.5993151541874133,0.3873540075218971,0,1,0
user_0,69cbd36ff28fd95e5bf52af7,0,0.06868751097125791,0,0.6050527666579469,0.8073469059321052,0,1,0
user_0,69cbd338f28fd95e5bf52a34,0,0.20952392967193037,0,0.37822722278233467,0.8027733463427646,0,1,0
user_0,69cbd344f28fd95e5bf52a5c,0,0.171988743491142,0,0.3304412263158368,0.5993271243007492,1,0,0
user_0,69ca3611ede0bca4dfb8769d,0,0.35703140240775255,0,0.4553470724848819,0.3701050546241582,0,1,0
user_0,69cbd335f28fd95e5bf52a2a,0,0.3923993847976151,0,0.8617493457432202,0.2660532779929652,0,0,1
user_0,69ca35d9ede0bca4dfb87661,0,0.17691252336398186,0,0.2648613065971507,0.009944401042440765,0,0,1
user_0,69ca35edede0bca4dfb87675,0,0.12243916516912484,0,0.9008469985982841,0.5503315720104118,0,1,0
user_0,69ca358aede0bca4dfb87625,0,0.007307815650553096,0,0.966952121553153,0.8261428858474613,0,0,1
user_0,69ca35f8ede0bca4dfb8767f,0,0.22261106435929562,0,0.28552262505901455,0.9332441911172433,1,0,0
user_1,69cbd33df28fd95e5bf52a43,0,0.2216996842829432,0,0.3636716417399856,0.7585632687006776,0,1,0
user_1,69ca35c5ede0bca4dfb8764d,0,0.015519640940229973,0,0.5369966020109631,0.1983961296841441,0,0,1
